"id","qty","particulars","price","amount","request_det_ids:id"
"request_det_194",1,"renewal/ Hipolito, guillendo",1090.06,1090.06,"request_15-25-32-1-00105"
"request_det_196",1,"SOA SEPT. 1-15, 2015",1388.08,1388.08,"request_15-15-32-1-00035"
"request_det_195",1,"SOA AUG. 16-31, 2015",1633.09,1633.09,"request_15-15-32-1-00035"
"request_det_200",1,"ADVANCES TO OFFICERS AND EMPLOYEES/CAR-3007-15-48",14750,14750,"request_15-25-12-2-00077"
"request_det_201",1,"ADVANCES TO OFFICERS AND EMPLOYEES/CAR-3007-15-47",2950,2950,"request_15-25-12-2-00077"
"request_det_203",1,"REPAIRS AND MAINTENANCE",90,90,"request_15-25-12-2-00078"
"request_det_202",1,"REPAIRS AND MAINTENANCE",171,171,"request_15-25-12-2-00078"
"request_det_204",8,"ROD/BIR Reg.",2500,20000,"request_15-25-11-2-00303"
"request_det_205",9,"9 RECON UNITS",1500,13500,"request_15-25-11-2-00304"
"request_det_207",1,"SOA AUG.1-15",2782.9,2782.9,"request_15-25-11-2-00305"
"request_det_206",1,"SOP/Rewards MC Recovery",3000,3000,"request_15-25-24-1-00009"
"request_det_208",1,"RFLR#15-00017&0",50629.82,50629.82,"request_15-25-32-1-00106"
"request_det_211",1,"SOA AUG. 16-31",3546.27,3546.27,"request_15-25-11-2-00306"
"request_det_257",1,,1468.7,1468.7,"request_15-15-21-1-00044"
"request_det_238",1,"XRM125",305,305,"request_15-25-13-1-00104"
"request_det_213",1,"xrm125",165,165,"request_15-25-13-1-00101"
"request_det_228",1,,0,0,"request_15-10-11-7-00167"
"request_det_226",1,"PCFRS PCV#3571-3593",16456.63,16456.63,"request_15-10-11-7-00167"
"request_det_215",1,"ALCOHOL",41,41,"request_15-10-11-7-00168"
"request_det_216",1,"LONG BOOK PAPER",151,151,"request_15-10-11-7-00168"
"request_det_217",1,"SHORT BOOK PAPER",129,129,"request_15-10-11-7-00168"
"request_det_218",1,"LONG BOND PAPER",102,102,"request_15-10-11-7-00168"
"request_det_223",5,"SHORT CREAM FOLDER",5,25,"request_15-10-11-7-00168"
"request_det_224",1,"SCOTCH TAPE",21,21,"request_15-10-11-7-00168"
"request_det_229",1,"STAPLE WIRE #35",35,35,"request_15-10-11-7-00168"
"request_det_227",1,"STAPLE WIRE #10",35,35,"request_15-10-11-7-00168"
"request_det_231",3,"NOTEBOOK",10,30,"request_15-10-11-7-00168"
"request_det_219",1,"SHORT BOND PAPER",87,87,"request_15-10-11-7-00168"
"request_det_221",5,"LONG CREAM FOLDER",6,30,"request_15-10-11-7-00168"
"request_det_220",1,"ADVANCES TO OFFICERS AND EMPLOYEES",7600,7600,"request_15-25-12-2-00079"
"request_det_230",1,"UTILITIES",9233.14,9233.14,"request_15-25-12-2-00080"
"request_det_225",1,"transcation #:62-0147-00168",1797,1797,"request_15-15-33-1-00096"
"request_det_232",1,"FOR SEP. 2015",6000,6000,"request_15-25-11-2-00307"
"request_det_233",1,"FOR SEP.2015",7500,7500,"request_15-25-11-2-00308"
"request_det_234",1,"FOR SEP.16 - OCT.15",1500,1500,"request_15-25-11-2-00309"
"request_det_366",1,"digital weighing scale",2113,2113,"request_15-10-11-10-00003"
"request_det_235",1,"SOA JUNE16-30, 2015",1299.75,1299.75,"request_15-25-11-2-00310"
"request_det_236",1,"SOA JUNE16-30, 2015",-129.98,-129.98,"request_15-25-11-2-00310"
"request_det_212",1,"XRM 125",165,165,"request_15-25-13-1-00100"
"request_det_262",1,"RF M014-027",25644.25,25644.25,"request_15-15-15-1-00050"
"request_det_239",1,"62-0402-000288",1468.7,1468.7,"request_15-25-21-1-00149"
"request_det_241",1,"SIDECAR",19000,19000,"request_15-20-15-1-00075"
"request_det_244",1,"SIDECAR",19000,19000,"request_15-20-15-1-00076"
"request_det_242",7,"AGENT COMMISSION",700,4900,"request_15-15-24-1-00003"
"request_det_243",7,"ADVANCES TO SISTER COMPANIES - EPFC",300,2100,"request_15-15-24-1-00003"
"request_det_245",1,"SOA",1862.61,1862.61,"request_15-25-34-1-00033"
"request_det_248",1,"GAS & OIL",3544,3544,"request_15-20-15-1-00078"
"request_det_249",1,"RF15-00023-Ø0",35874.57,35874.57,"request_15-25-15-2-00060"
"request_det_246",1,"SIDECAR",19000,19000,"request_15-20-15-1-00077"
"request_det_247",1,"XRM125",165,165,"request_15-25-13-1-00105"
"request_det_251",1,"ADVANCES FROM SISTER COMPANY",10205.58,10205.58,"request_15-15-15-1-00049"
"request_det_250",1,"IOU",10000,10000,"request_15-15-11-1-00517"
"request_det_252",1,"MARBEL UNIVERSAL TRADING INC.",17479.46,17479.46,"request_15-25-24-1-00010"
"request_det_255",1,"Travel Allowance",850,850,"request_15-10-11-10-00004"
"request_det_259",1,,1468.7,1468.7,"request_15-15-21-1-00045"
"request_det_261",1,"Loan proceeds of HLRDC",1500000,1500000,"request_15-10-11-7-00169"
"request_det_260",2,"ESPIRIDION  BALDEO",500,1000,"request_15-25-12-1-00079"
"request_det_264",1,"Loan proceeds of HLRDC from MBTC",4500000,4500000,"request_15-10-11-7-00170"
"request_det_263",1,"ADVANCES TO OFFICERS AND EMPLOYEES",6870.3,6870.3,"request_15-25-12-2-00081"
"request_det_267",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_268",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_270",1,"ADVANCES TO OFFICERS AND EMPLOYEES",10957.17,10957.17,"request_15-25-12-2-00081"
"request_det_271",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_272",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_275",1,"ADVANCES TO OFFICERS AND EMPLOYEES",12522.48,12522.48,"request_15-25-12-2-00081"
"request_det_273",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_269",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_274",1,"ADVNACES TO OFFICERS AND EMPLOYEES",7826.55,7826.55,"request_15-25-12-2-00081"
"request_det_265",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_266",1,"ADVANCES TO OFFICERS AND EMPLOYEES",15653.1,15653.1,"request_15-25-12-2-00081"
"request_det_276",1,"ADVANCES FOR OPERATION",35167.44,35167.44,"request_15-25-12-2-00082"
"request_det_278",1,"IOUSLIP#3894",802.1,802.1,"request_15-15-11-1-00518"
"request_det_277",1,"PAYMENT OF LIGHTS AND POWER",11624.96,11624.96,"request_15-25-12-1-00080"
"request_det_285",53,,1565.31,82961.43,"request_15-25-13-1-00106"
"request_det_282",1,"PCFS-3012-15-000000010",2351,2351,"request_15-25-34-1-00034"
"request_det_287",1,"PAYMENT OF ADVANCES FROM SISTER COMPANY-EPFC",18570.94,18570.94,"request_15-20-12-1-00062"
"request_det_290",1,,14170.86,14170.86,"request_15-25-21-1-00152"
"request_det_292",1,"BATTERY",5800,5800,"request_15-10-11-10-00006"
"request_det_291",1,"PAYMENT FOR ADVANCES TO SISTER COMP. AUG. 2015",12567.48,12567.48,"request_15-15-21-1-00046"
"request_det_294",1,"AP/TRADE",20500,20500,"request_15-15-12-1-00039"
"request_det_295",1,"REPAIRS AND MAINTENANCE",136,136,"request_15-25-12-2-00083"
"request_det_296",1,"REPAIRS AND MAINTENANCE",225,225,"request_15-25-12-2-00083"
"request_det_297",1,"INSURANCE CLAIM",6000,6000,"request_15-15-11-1-00519"
"request_det_298",1,"ADVANCES FROM SISTER COMPANY",8600,8600,"request_15-25-12-2-00084"
"request_det_299",1,"ADVANCES FROM SISTER COMPANIES",6362.62,6362.62,"request_15-25-12-2-00084"
"request_det_300",1,"ADVANCES FROM SISTER COMPANIES",5250,5250,"request_15-25-12-2-00084"
"request_det_301",1,"ADVANCES FROM SISTER COMPANIES",5500,5500,"request_15-25-12-2-00084"
"request_det_302",1,"ADVANCES FROM SISTER COMPANIES",5859.7,5859.7,"request_15-25-12-2-00084"
"request_det_303",1,"ADVANCES FROM SISTER COMPANIES",3900,3900,"request_15-25-12-2-00084"
"request_det_304",1,"ADVANCES FROM SISTER COMPANY",7600,7600,"request_15-25-12-2-00084"
"request_det_305",1,"ADVANCES FROM SISTER COMPANY",6500,6500,"request_15-25-12-2-00084"
"request_det_306",1,"ADVANCES FROM SISTER COMPANY",5827.52,5827.52,"request_15-25-12-2-00084"
"request_det_307",1,"ADVANCES FROM SISTER COMPANY",9600,9600,"request_15-25-12-2-00084"
"request_det_308",1,"fund tranfer",1700000,1700000,"request_15-25-11-2-00311"
"request_det_309",1,"fund transfer",3900000,3900000,"request_15-25-11-2-00312"
"request_det_310",1,"fund transfer",1200000,1200000,"request_15-25-11-2-00313"
"request_det_311",1,"PETTY CASH VREIMBURSEMENT",1558.9,1558.9,"request_15-15-15-1-00051"
"request_det_315",1,"accd",1000,1000,"request_15-25-11-2-00314"
"request_det_317",1,123,20000,20000,"request_15-35-11-1-00001"
"request_det_318",1,"Kevin",1000,1000,"request_15-35-11-1-00002"
"request_det_320",1,1111,1,1,"request_15-35-11-1-00005"
"request_det_321",1,1,20,20,"request_15-35-11-1-00006"
"request_det_322",2,"tut7",5,10,"request_15-35-11-1-00006"
"request_det_316",1,"PETTY CASH REIMBURSEMENT",3021.71,3021.71,"request_15-15-15-1-00052"
"request_det_325",1,,1350,1350,"request_15-25-13-1-00107"
"request_det_324",4,"snack",80,320,"request_15-10-11-10-00007"
"request_det_323",4,"meal",200,800,"request_15-10-11-10-00007"
"request_det_328",2,"SNACKS",100,200,"request_15-10-11-10-00008"
"request_det_327",2,"MEALS",500,1000,"request_15-10-11-10-00008"
"request_det_329",1,"SOP",1200,1200,"request_15-10-11-10-00008"
"request_det_330",1,"GASOLINE",1000,1000,"request_15-10-11-10-00008"
"request_det_331",2,"ACCOMODATION",300,600,"request_15-10-11-10-00008"
"request_det_332",2,"MEALS",300,600,"request_15-10-11-10-00009"
"request_det_333",2,"SNACKS",60,120,"request_15-10-11-10-00009"
"request_det_334",1,"SOP",1000,1000,"request_15-10-11-10-00009"
"request_det_335",1,"GASOLINE",500,500,"request_15-10-11-10-00009"
"request_det_336",1,"HONDA XRM 125 RS",0,0,"request_15-15-32-1-00038"
"request_det_338",1,"INSURANCE",7000,7000,"request_15-25-11-2-00315"
"request_det_339",1,"INSURANCE",4250,4250,"request_15-25-11-2-00315"
"request_det_340",1,"INSURANCE",40375,40375,"request_15-25-11-2-00315"
"request_det_337",1,"INSURANCE",6375,6375,"request_15-25-11-2-00315"
"request_det_341",1,"INSURANCE",17625,17625,"request_15-25-11-2-00315"
"request_det_342",3,"TAPE DESPENCER",60,180,"request_15-10-11-10-00010"
"request_det_346",20,"CELLOPHANE 3X5",10,200,"request_15-10-11-10-00010"
"request_det_344",3,"BROOM STICK",10,30,"request_15-10-11-10-00010"
"request_det_345",4,"SOFT BROOM",65,260,"request_15-10-11-10-00010"
"request_det_343",1,"REFUND",4900,4900,"request_15-15-11-1-00520"
"request_det_347",1,"sidecar",19000,19000,"request_15-20-15-1-00079"
"request_det_348",2,"MEALS",70,140,"request_15-10-11-10-00011"
"request_det_349",2,"SNACKS",14,28,"request_15-10-11-10-00011"
"request_det_350",1,"SOP",100,100,"request_15-10-11-10-00011"
"request_det_351",1,"DEALER",18166.25,18166.25,"request_15-15-11-1-00521"
"request_det_352",2,"MEALS",70,140,"request_15-10-11-10-00012"
"request_det_354",1,"SOP",150,150,"request_15-10-11-10-00012"
"request_det_353",2,"SNACKS",14,28,"request_15-10-11-10-00012"
"request_det_356",1,"62-0149-000165",190,190,"request_15-15-32-1-00039"
"request_det_359",1,"62-0149-000168",598,598,"request_15-15-32-1-00039"
"request_det_358",1,"62-0149-000167",1115,1115,"request_15-15-32-1-00039"
"request_det_357",1,"62-0149-000166",345,345,"request_15-15-32-1-00039"
"request_det_360",1,"PCFS-3010-15-000000024",1506.69,1506.69,"request_15-25-32-1-00108"
"request_det_361",1,"PCFS-3010-15-000000025",3175.35,3175.35,"request_15-25-32-1-00108"
"request_det_362",1,"PETTY CASH FUND",861.7,861.7,"request_15-20-15-1-00080"
"request_det_364",1,"PAYMENT FOR SOA 05/11-17/2015 & 03/9-18/2015",7290.25,7290.25,"request_15-10-11-7-00171"
"request_det_363",1,"PETTY CASH REIMBURSEMENT",3021.71,3021.71,"request_15-25-15-2-00061"
"request_det_365",1,"62M001000357&358",2847.32,2847.32,"request_15-15-11-1-00522"
"request_det_369",1,"REPLENISHMENT PCF PCV 3394-3613",12408.17,12408.17,"request_15-10-11-7-00172"
"request_det_370",1,"PCFS-3010-15-000000026",1492.05,1492.05,"request_15-25-32-1-00109"
"request_det_371",1,,2378.42,2378.42,"request_15-25-12-2-00085"
"request_det_373",1,"62-0106-000493",678,678,"request_15-15-13-1-00120"
"request_det_372",1,"62-0106-000492",360,360,"request_15-15-13-1-00120"
"request_det_374",1,"62-0106-000494",566,566,"request_15-15-13-1-00120"
"request_det_376",1,"62-0106-000495",895,895,"request_15-15-13-1-00120"
"request_det_378",1,"62-0106-000496",348,348,"request_15-15-13-1-00120"
"request_det_377",1,"petty cash",531.8,531.8,"request_15-15-12-1-00040"
"request_det_375",1,"petty cash",425.25,425.25,"request_15-15-12-1-00040"
"request_det_381",1,"transacation#:620147000169",2385.5,2385.5,"request_15-15-33-1-00098"
"request_det_383",1,"PETTY CASH REIMBURSEMENT",3486,3486,"request_15-25-23-1-00062"
"request_det_384",1,,3437.41,3437.41,"request_15-25-13-1-00108"
"request_det_472",1,"PETTY CASH REIMBURSEMENT",2245.81,2245.81,"request_15-15-23-1-00035"
"request_det_385",1,"PETTY CASH REIMBURSEMENT",325.65,325.65,"request_15-15-24-1-00004"
"request_det_386",1,"ADV TO SIS COM - EPFC",542.85,542.85,"request_15-15-24-1-00004"
"request_det_388",1,,13700,13700,"request_15-25-13-1-00109"
"request_det_387",1,,3176.3,3176.3,"request_15-25-21-1-00153"
"request_det_389",1,,1087.28,1087.28,"request_15-25-21-1-00154"
"request_det_390",1,"DR#6834",500,500,"request_15-25-23-1-00063"
"request_det_391",4,"ENOLIA, RIZZA",1000,4000,"request_15-15-23-1-00036"
"request_det_392",1,"DELIMA, JUDITH",1000,1000,"request_15-15-23-1-00036"
"request_det_393",1,"ELLEVERA, TOMMY",1000,1000,"request_15-15-23-1-00036"
"request_det_394",1,"NAMOCA, ANDY",1000,1000,"request_15-15-23-1-00036"
"request_det_395",1,"CABAHUG, JOY",1000,1000,"request_15-15-23-1-00036"
"request_det_396",1,"NON-TRADE GASOLINE",5291.12,5291.12,"request_15-25-33-1-00082"
"request_det_397",1,"SMARTBRO PAYMENT",2912,2912,"request_15-25-33-1-00083"
"request_det_398",1,"NON-TRADE / GASOLINE",5939.86,5939.86,"request_15-25-33-1-00084"
"request_det_400",1,"PROFESSIONAL FEE",4000,4000,"request_15-25-33-1-00086"
"request_det_401",1,"E-BILL ",7466.35,7466.35,"request_15-25-33-1-00087"
"request_det_402",1,"PETTY CASH REIMBURSEMENT",1081.6,1081.6,"request_15-25-24-1-00011"
"request_det_403",1,"ADV TO SIS COM - MUTI",218.4,218.4,"request_15-25-24-1-00011"
"request_det_382",1,"Project Payroll (September 24 - September 30, 2015",3574.58,3574.58,"request_15-10-11-12--00415"
"request_det_404",1,"PETTY CASH REIMBURSEMENT",4993.05,4993.05,"request_15-25-25-1-00004"
"request_det_1141",1,"transportation",300,300,"request_15-10-11-6-00038"
"request_det_1142",1,"meal",110,110,"request_15-10-11-6-00038"
"request_det_1143",1,"snacks",11,11,"request_15-10-11-6-00038"
"request_det_405",1,"transportation",300,300,"request_15-10-11-6-00032"
"request_det_407",1,"meal",110,110,"request_15-10-11-6-00032"
